,Const. No.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Constituency
1598,85,GOWTUKATLA ANKAMMARAO,Independent,59,0,59,0.03,Pedakurapadu
1599,85,PARAGATI RAJU,Independent,47,1,48,0.02,Pedakurapadu
1600,85,BANAVATHU MURALIKRISHNA NAIK,Independent,41,0,41,0.02,Pedakurapadu
1601,85,BANKA THIRUPATHAIAH,Independent,90,0,90,0.04,Pedakurapadu
1602,85,SETTI SINGARAIAH,Independent,101,0,101,0.05,Pedakurapadu
1603,85,NOTA,None of the Above,1170,14,1184,0.57,Pedakurapadu
1604,74,EDE KASI VISWESWARA RAO,Bahujan Samaj Party,440,9,449,0.3,Pedana
1605,74,UPPALA RAMESH(RAMU),Yuvajana Sramika Rythu Congress Party,52764,507,53271,35.52,Pedana
1606,74,KAGITHA KRISHNAPRASAD,Telugu Desam,90384,1010,91394,60.95,Pedana
1607,74,SONTI. NAGARAJU,Indian National Congress,1342,12,1354,0.9,Pedana
1608,74,KATRAGADDA VISHNU MURTHY,Yuga Thulasi Party,429,1,430,0.29,Pedana
1609,74,SABBISETTI. REVATHI DEVI,Pyramid Party of India,427,0,427,0.28,Pedana
1610,74,KAGITHA SRI HARI KRISHNA PRASAD,Independent,186,3,189,0.13,Pedana
1611,74,JAMADAGNI RAJULAPATI,Independent,163,1,164,0.11,Pedana
1612,74,S.V. BABU,Independent,724,1,725,0.48,Pedana
1613,74,SENAPATHI. GOPI,Independent,209,0,209,0.14,Pedana
1614,74,NOTA,None of the Above,1341,8,1349,0.9,Pedana
1615,39,ARUN KUMAR PEYYALA,Bahujan Samaj Party,726,3,729,0.41,Peddapuram
1616,39,CHINA RAJAPPA NIMMAKAYALA,Telugu Desam,104407,1278,105685,59.09,Peddapuram
1617,39,THUMMALA DORABABU,Indian National Congress,2145,23,2168,1.21,Peddapuram
1618,39,DAVULURI DORABABU,Yuvajana Sramika Rythu Congress Party,64699,535,65234,36.47,Peddapuram
1619,39,KESAVARAPU RAMA MOHAN RAO,India Praja Bandhu Party,366,1,367,0.21,Peddapuram
1620,39,BUNGA SATYANARAYANA,Jaibhim Rao Bharat Party,284,0,284,0.16,Peddapuram
1621,39,GANGAVARAPU LAVANYA,Independent,294,1,295,0.16,Peddapuram
1622,39,DUVVADA KANNAYYA@KANNABABU,Independent,1225,2,1227,0.69,Peddapuram
1623,39,MOTUPALLI SIVA KUMAR,Independent,480,0,480,0.27,Peddapuram
1624,39,RAYUDU MOJESH BABU,Independent,360,0,360,0.2,Peddapuram
1625,39,NOTA,None of the Above,2009,11,2020,1.13,Peddapuram
1626,78,ELISALA SUBRAMANYAM,Indian National Congress,2562,34,2596,1.1,Penamaluru
1627,78,JOGI RAMESH,Yuvajana Sramika Rythu Congress Party,83962,1035,84997,35.93,Penamaluru
1628,78,BODE PRASAD,Telugu Desam,142757,2155,144912,61.26,Penamaluru
1629,78,SOMU MAHESWARA RAO (MAHESH YADAV),Bahujan Samaj Party,708,8,716,0.3,Penamaluru
1630,78,GURRALA HARSHITHA,Bharatha Chaitanya Yuvajana Party,184,1,185,0.08,Penamaluru
1631,78,CHAKKA. YEDUKONDALU,Pyramid Party of India,585,0,585,0.25,Penamaluru
1632,78,SASIDHAR MAREEDU,Telugu Rajadhikara Samiti Party,165,0,165,0.07,Penamaluru
1633,78,SADARLA. PRASADA RAO,Jaibhim Rao Bharat Party,129,1,130,0.05,Penamaluru
1634,78,KANAKA DURGA RAO. PACHIPALA,Independent,458,0,458,0.19,Penamaluru
1635,78,GOGAM RAMU,Independent,140,0,140,0.06,Penamaluru
1636,78,MARADANI VIEZAYAA,Independent,145,0,145,0.06,Penamaluru
1637,78,NOTA,None of the Above,1486,24,1510,0.64,Penamaluru
1638,31,ANNAMREDDY ADEEP RAJ,Yuvajana Sramika Rythu Congress Party,66700,1041,67741,29.43,Pendurthi
1639,31,BANGARI . RAMANA,Bahujan Samaj Party,1299,9,1308,0.57,Pendurthi
1640,31,BHAGAT PIRIDI,Indian National Congress,4128,96,4224,1.84,Pendurthi
1641,31,EATHA ROJA,Pyramid Party of India,370,2,372,0.16,Pendurthi
1642,31,ELURU VENKATA RAMANA,Nationalist Janshakti Party,322,2,324,0.14,Pendurthi
1643,31,KANNEPALLI MAHADEV KALYAN SRIKANTH,Jai Bharat National Party,752,11,763,0.33,Pendurthi
1644,31,PANCHAKARLA RAMESH BABU,Janasena Party,146919,2692,149611,65.01,Pendurthi
1645,31,PETCHETTI RAMESH NAIDU,Navarang Congress Party,942,2,944,0.41,Pendurthi
1646,31,BOLEM VENKATA MURALI MOHAN,Samajwadi Party,300,2,302,0.13,Pendurthi
1647,31,ADARI NAGARAJU,Independent,235,0,235,0.1,Pendurthi
1648,31,KUNDRAPU SANYASI RAO,Independent,287,1,288,0.13,Pendurthi
1649,31,GUNTURU VENKATA NARASIMHA RAO,Independent,334,1,335,0.15,Pendurthi
1650,31,PONNADA APPALA NAIDU,Independent,316,0,316,0.14,Pendurthi
1651,31,VADDADI UDAYAKUMAR,Independent,545,2,547,0.24,Pendurthi
1652,31,NOTA,None of the Above,2794,40,2834,1.23,Pendurthi
1653,158,M ADINARAYANA,Bahujan Samaj Party,6193,8,6201,2.99,Penukonda
1654,158,K.V. USHA SHRICHARAN,Yuvajana Sramika Rythu Congress Party,79795,649,80444,38.75,Penukonda
1655,158,PURROLLA NARASIMHAPPA,Indian National Congress,3988,19,4007,1.93,Penukonda
1656,158,S. SAVITHA,Telugu Desam,111960,1872,113832,54.83,Penukonda
1657,158,N NAGARAJU,Jaibhim Rao Bharat Party,411,2,413,0.2,Penukonda
1658,158,NARASIMHULU.A,Independent,135,0,135,0.07,Penukonda
1659,158,B. MAHESH,Independent,188,0,188,0.09,Penukonda
1660,158,SUGALI GANESH NAIK,Independent,171,0,171,0.08,Penukonda
1661,158,HABEEB,Independent,251,1,252,0.12,Penukonda
1662,158,NOTA,None of the Above,1956,16,1972,0.95,Penukonda
1663,163,CHINTHALA RAMACHANDRA REDDY,Yuvajana Sramika Rythu Congress Party,79498,1003,80501,41.55,Pileru
1664,163,NALLARI KISHAN KUMAR REDDY,Telugu Desam,103136,2446,105582,54.5,Pileru
1665,163,BALIREDDY SOMASHEKAR REDDY,Indian National Congress,3367,36,3403,1.76,Pileru
1666,163,M.C. VENKATARAMANA,Bahujan Samaj Party,490,8,498,0.26,Pileru
1667,163,G. ANKALESWARI,Ambedkar National Congress,231,1,232,0.12,Pileru
1668,163,M. VIJAY KUMAR,Jai Maha Bharath Party,96,0,96,0.05,Pileru
1669,163,ASADI VENKATADRI,Independent,97,0,97,0.05,Pileru
1670,163,K. CHINNA REDDEPPA REDDY,Independent,153,0,153,0.08,Pileru
1671,163,K. BRAHMAIAH ACHARI,Independent,622,0,622,0.32,Pileru
1672,163,V.MANJUNATH,Independent,183,2,185,0.1,Pileru
1673,163,Y. MAHESH REDDY,Independent,173,1,174,0.09,Pileru
1674,163,P. RAMA KRISHNA REDDY,Independent,329,0,329,0.17,Pileru
1675,163,NOTA,None of the Above,1857,12,1869,0.96,Pileru
1676,37,BULLI RAJU PRATTIPATI,Bahujan Samaj Party,478,5,483,0.23,Pithapuram
1677,37,MADEPALLI SATYANANDA RAO,Indian National Congress,1222,9,1231,0.59,Pithapuram
1678,37,VANGA GEETHA VISWANATH,Yuvajana Sramika Rythu Congress Party,63556,559,64115,30.95,Pithapuram
1679,37,KONIDALA PAWAN KALYAN,Janasena Party,132725,1669,134394,64.87,Pithapuram
1680,37,JAGGARAPU MALLIKHARJUNA,Jaibhim Rao Bharat Party,590,4,594,0.29,Pithapuram
1681,37,TAMANNA SIMHADRI,Bharatha Chaitanya Yuvajana Party,247,0,247,0.12,Pithapuram
1682,37,PEDDIMSETTI VENKATESWARA RAO,Telugu Janata Party,288,1,289,0.14,Pithapuram
1683,37,MADDURI VEERABABU,Pyramid Party of India,285,0,285,0.14,Pithapuram
1684,37,EETI JAGADEESH,Independent,1039,0,1039,0.5,Pithapuram
1685,37,YEDIDA BHASKARA RAO,Independent,421,2,423,0.2,Pithapuram
1686,37,GOWRI MANI BOLISETTI,Independent,1495,0,1495,0.72,Pithapuram
1687,37,NAGAM SURIBABU,Independent,265,0,265,0.13,Pithapuram
1688,37,SAI SURYA NIKHIL VEGISETTI,Independent,282,0,282,0.14,Pithapuram
1689,37,NOTA,None of the Above,2019,8,2027,0.98,Pithapuram
1690,67,TELLAM RAJYA LAKSHMI,Yuvajana Sramika Rythu Congress Party,92581,937,93518,42.7,Polavaram
1691,67,MADAKAM VENKATESWARA RAO,Bahujan Samaj Party,1865,10,1875,0.86,Polavaram
1692,67,SRUJANA DUVVELA,Indian National Congress,3522,46,3568,1.63,Polavaram
1693,67,UKE MANGAMMA,Yuva Taram Party,915,1,916,0.42,Polavaram
1694,67,CHIRRI BALARAJU,Janasena Party,99937,1516,101453,46.33,Polavaram
1695,67,MADAKAM VENKATESWARARAO,Gondwana Dandkaranya Party,906,12,918,0.42,Polavaram
1696,67,MODIYAM SRINIVASARAO,Bharat Adivasi Party,508,69,577,0.26,Polavaram
1697,67,KAKA KRISHNA,Independent,3693,15,3708,1.69,Polavaram
1698,67,BADISA BOJJI DORA,Independent,482,13,495,0.23,Polavaram
1699,67,MODIYAM SURYA CHANDRA RAO,Independent,1966,73,2039,0.93,Polavaram
1700,67,SARIYAM RAM MOHAN,Independent,3801,10,3811,1.74,Polavaram
1701,67,SARIYAM SURAMMA,Independent,507,3,510,0.23,Polavaram
1702,67,NOTA,None of the Above,5583,28,5611,2.56,Polavaram
1703,88,AMBATI MURALI KRISHNA,Yuvajana Sramika Rythu Congress Party,76634,861,77495,39.97,Ponnur
1704,88,KISHORE YATATI,Bahujan Samaj Party,1439,12,1451,0.75,Ponnur
1705,88,JAKKA RAVINDRANATH,Indian National Congress,2343,57,2400,1.24,Ponnur
1706,88,DHULIPALLA NARENDRA KUMAR,Telugu Desam,108843,1567,110410,56.95,Ponnur
1707,88,AKKIDASU JOSEPH,Reforms Party of India,216,1,217,0.11,Ponnur
1708,88,DR KURAPATI MANIKYA RAO.,Viduthalai Chiruthaigal Katchi,108,1,109,0.06,Ponnur
1709,88,DR GALINKI JOHN SAMUEL,Indian Labour Party (Ambedkar Phule),42,1,43,0.02,Ponnur
1710,88,GONA RABORT,Telugu Rajadhikara Samiti Party,48,0,48,0.02,Ponnur
1711,88,JONNADULA RAMESH,Pyramid Party of India,90,0,90,0.05,Ponnur
1712,88,MODDU SAMBASIVA RAO,Jaibhim Rao Bharat Party,40,2,42,0.02,Ponnur
1713,88,VARIKUNTA ROSAIAH,Jai Bharat National Party,50,2,52,0.03,Ponnur
1714,88,SHEK MASTAN VALI,Navarang Congress Party,99,1,100,0.05,Ponnur
1715,88,DOPPALAPUDI VASUDEVA RAO,Independent,73,3,76,0.04,Ponnur
1716,88,LAKSHMANARAO ADALA,Independent,94,0,94,0.05,Ponnur
1717,88,NOTA,None of the Above,1234,14,1248,0.64,Ponnur
1718,36,NEERUKONDA VEERA VENKATA SATYANARAYANA,Indian National Congress,1345,9,1354,0.77,Prathipadu
1719,36,BURTHI SRINU BABU,Bahujan Samaj Party,755,0,755,0.43,Prathipadu
1720,36,VARUPULA SATYA PRABHA,Telugu Desam,101856,1146,103002,58.36,Prathipadu
1721,36,VARUPULA SUBBARAO,Yuvajana Sramika Rythu Congress Party,63810,424,64234,36.4,Prathipadu
1722,36,ARJUNARAO YEGUPATI,Communist Party of India (Marxist-Leninist) (Liberation),579,0,579,0.33,Prathipadu
1723,36,AASINA SRINIVAS,Pyramid Party of India,281,0,281,0.16,Prathipadu
1724,36,YEDIDA VARAPRASAD KUMAR,Republican Party of India (A),166,0,166,0.09,Prathipadu
1725,36,KONDABAABU NETALA,Dalita Bahujana Party,316,1,317,0.18,Prathipadu
1726,36,GOMPA SIVA,Bharatha Chaitanya Yuvajana Party,688,2,690,0.39,Prathipadu
1727,36,DADISETTY VEERABABU,Jaibhim Rao Bharat Party,245,0,245,0.14,Prathipadu
1728,36,KOTHAPALLI ARUJANA RAO,Independent,257,0,257,0.15,Prathipadu
1729,36,GONTINA SIVARAJA,Independent,872,2,874,0.5,Prathipadu
1730,36,NAMMI GANESH,Independent,408,0,408,0.23,Prathipadu
1731,36,PILLI BALARAMUDU,Independent,335,3,338,0.19,Prathipadu
1732,36,SURLA SRINIVASU,Independent,403,0,403,0.23,Prathipadu
1733,36,NOTA,None of the Above,2577,5,2582,1.46,Prathipadu
1734,93,KORIVI VINAYA KUMAR,Indian National Congress,3448,43,3491,1.58,Prathipadu (SC)
1735,93,BALASANI KIRAN KUMAR,Yuvajana Sramika Rythu Congress Party,85652,998,86650,39.12,Prathipadu (SC)
1736,93,BURLA RAMANJANEYULU,Telugu Desam,126988,1677,128665,58.09,Prathipadu (SC)
1737,93,MURALIDHAR .G,Bahujan Samaj Party,351,5,356,0.16,Prathipadu (SC)
1738,93,CHALLA SARATHKUMAR,Pyramid Party of India,128,0,128,0.06,Prathipadu (SC)
1739,93,PALLAPATI NAVEEN,Jai Bharat National Party,74,1,75,0.03,Prathipadu (SC)
1740,93,PAUL YANDRAPATI,Indian Labour Party (Ambedkar Phule),52,1,53,0.02,Prathipadu (SC)
1741,93,BURRI RAMBABU,Jatiya Jana Sena Party,48,2,50,0.02,Prathipadu (SC)
1742,93,S.S. RANI (MAHALAKSHMI),Bharatha Chaitanya Yuvajana Party,90,3,93,0.04,Prathipadu (SC)
1743,93,KATHI ARUN KUMAR,Independent,73,0,73,0.03,Prathipadu (SC)
1744,93,CHANDRAM KRISHANAMRAJU,Independent,151,2,153,0.07,Prathipadu (SC)
1745,93,BEJJAM NAGARAJU,Independent,112,2,114,0.05,Prathipadu (SC)
1746,93,K. RAJINI KANTH,Independent,189,0,189,0.09,Prathipadu (SC)
1747,93,NOTA,None of the Above,1373,16,1389,0.63,Prathipadu (SC)
1748,132,NANDYALA VARADA RAJULA REDDY,Telugu Desam,104272,2440,106712,53.02,Proddatur
1749,132,PICHOLLA SUBBARAYUDU,Bahujan Samaj Party,1732,1,1733,0.86,Proddatur
1750,132,RACHAMALLU SIVA PRASAD REDDY,Yuvajana Sramika Rythu Congress Party,82919,1049,83968,41.72,Proddatur
1751,132,SHAIK POOLA MAHAMMAD NAZEER,Indian National Congress,5983,33,6016,2.99,Proddatur
1752,132,T. KARUNAKAR,Jaibhim Rao Bharat Party,187,5,192,0.1,Proddatur
1753,132,GUNDLADURTHI SEETHARAMIREDDY,Jai Maha Bharath Party,59,1,60,0.03,Proddatur
1754,132,POGAKU HANUMANTHA REDDY,Pyramid Party of India,90,0,90,0.04,Proddatur
1755,132,POTHUGANTI RAFI,Jai Bharat National Party,91,0,91,0.05,Proddatur
1756,132,MAHMMED RAFI,Navarang Congress Party,70,1,71,0.04,Proddatur
1757,132,P. MUNI REDDY BANGARU,All India Forward Bloc,41,2,43,0.02,Proddatur
1758,132,E. L. V. SURESH BABU,Jaathia Chethi Vruthula Ikya Vedika Party,67,2,69,0.03,Proddatur
1759,132,CHANDRA PRABHAKARA REDDY PALLETI,Independent,111,0,111,0.06,Proddatur
1760,132,PUTTA LAKSHMI REDDY,Independent,64,0,64,0.03,Proddatur
1761,132,BOLLAVARAM VENKATA PRASAD REDDY,Independent,123,2,125,0.06,Proddatur
1762,132,T. RAVI KUMAR,Independent,199,0,199,0.1,Proddatur
1763,132,NOTA,None of the Above,1698,42,1740,0.86,Proddatur
1764,129,YS JAGAN MOHAN REDDY,Yuvajana Sramika Rythu Congress Party,114751,1564,116315,61.38,Pulivendla
1765,129,DHRUVA KUMAR REDDY,Indian National Congress,10051,32,10083,5.32,Pulivendla
1766,129,BELLAM PRAVEEN KUMAR REDDI,Bahujan Samaj Party,955,3,958,0.51,Pulivendla
1767,129,B.TECH RAVI,Telugu Desam,53582,1046,54628,28.83,Pulivendla
1768,129,KARNA RAMESH KUMAR REDDY,All India Forward Bloc,146,0,146,0.08,Pulivendla
1769,129,KANCHERLA VENKATA SARVOTHAMA REDDY,Super Rangers Party,32,0,32,0.02,Pulivendla
1770,129,GAVIREDDY RAMESWAR REDDY,Pyramid Party of India,62,0,62,0.03,Pulivendla
1771,129,DASARI RAVI SANKAR,Jai Bharat National Party,41,2,43,0.02,Pulivendla
1772,129,MADEM PUSHPANATHA REDDY,Jana Sahayaka Sakthi,37,0,37,0.02,Pulivendla
1773,129,YADIKI BOREDDY CHINNA YERIKALA REDDY,Andhra Rastra Praja Samithi,29,1,30,0.02,Pulivendla
1774,129,RAVITHEJA REDDY AJUGUTTU,Radical Party of India (Ambedkarist),53,1,54,0.03,Pulivendla
1775,129,RAGHAVAREDDY TUGUTLA,Navarang Congress Party,69,0,69,0.04,Pulivendla
1776,129,LINGALA RAMA LINGA REDDY,Rashtriya Janata Dal,118,1,119,0.06,Pulivendla
1777,129,VIJAY KUMAR REDDY AKKULUGARI,Revolutionary Socialist Party,202,0,202,0.11,Pulivendla
1778,129,SIVA CHANDRA REDDY KOMMA,Anna YSR Congress Party,232,1,233,0.12,Pulivendla
1779,129,SHAIK. DASTHA GIRI,Jaibhim Rao Bharat Party,543,1,544,0.29,Pulivendla
1780,129,SURE NIRMALA YADAV,Bharatha Chaitanya Yuvajana Party,2579,3,2582,1.36,Pulivendla
1781,129,EMIREDDY KRISHNA REDDY,Independent,640,0,640,0.34,Pulivendla
1782,129,GOKANAPALLI VARAPRASAD REDDY,Independent,242,0,242,0.13,Pulivendla
1783,129,CHANDRASEKHAR REDDY SIVAIAH GARI,Independent,210,0,210,0.11,Pulivendla
1784,129,PANDILLAPALLE RAMA GANGI REDDY,Independent,113,0,113,0.06,Pulivendla
1785,129,MAHAMMAD DARBAR BASHA NIMMAKAYALA,Independent,50,0,50,0.03,Pulivendla
1786,129,MAHESWARA REDDY TALLAPALLE,Independent,50,0,50,0.03,Pulivendla
1787,129,VIJAYA BHASKAR REDDY LOMADA,Independent,36,0,36,0.02,Pulivendla
1788,129,VENKATASREDHAR REDDY PUPPALA,Independent,57,0,57,0.03,Pulivendla
1789,129,SYED THAUFIQ ALIAS SYED MYNUDDIN,Independent,74,1,75,0.04,Pulivendla
1790,129,SANJEEVA REDDY DEVIREDDY,Independent,118,0,118,0.06,Pulivendla
1791,129,NOTA,None of the Above,1745,19,1764,0.93,Pulivendla
1792,165,CHALLA RAMACHANDRA REDDY,Telugu Desam,93155,1543,94698,45.16,Punganur
1793,165,PEDDIREDDI RAMACHANDRA REDDY,Yuvajana Sramika Rythu Congress Party,99774,1019,100793,48.07,Punganur
1794,165,G MURALI MOHAN YADAV,Indian National Congress,3546,25,3571,1.7,Punganur
1795,165,VASANTHAPALLI SURESH,Bahujan Samaj Party,679,8,687,0.33,Punganur
1796,165,K S ANWAR BASHA,Social Democratic Party Of India,1894,12,1906,0.91,Punganur
1797,165,BODE RAMACHANDRA YADAV,Bharatha Chaitanya Yuvajana Party,4423,136,4559,2.17,Punganur
1798,165,I NAGESWAR RAO,Independent,242,0,242,0.12,Punganur
1799,165,G RAMAIAH,Independent,314,0,314,0.15,Punganur
1800,165,NOTA,None of the Above,2884,20,2904,1.39,Punganur
1801,173,KANIPAKAM NAGESWARA,Bahujan Samaj Party,740,15,755,0.39,Puthalapattu (SC)
1802,173,M BABU,Indian National Congress,2769,51,2820,1.45,Puthalapattu (SC)
1803,173,K MURALI MOHAN,Telugu Desam,100592,1545,102137,52.37,Puthalapattu (SC)
1804,173,M SUNEEL KUMAR,Yuvajana Sramika Rythu Congress Party,85644,859,86503,44.36,Puthalapattu (SC)
1805,173,KATTAMANCHI VISWANADH SAI MOHAN,Akhil Bharatiya Jan Sangh,339,1,340,0.17,Puthalapattu (SC)
1806,173,TOTI N R NAVEEN,All India Mahila Empowerment Party,275,1,276,0.14,Puthalapattu (SC)
1807,173,AMMURU PURUSHOTHAM,Samajwadi Party,77,0,77,0.04,Puthalapattu (SC)
1808,173,K SANTHOSH,Viduthalai Chiruthaigal Katchi,128,2,130,0.07,Puthalapattu (SC)
1809,173,N HARIPRASAD,Bharatha Chaitanya Yuvajana Party,143,0,143,0.07,Puthalapattu (SC)
1810,173,C PRAVEEN KUMAR,Independent,128,2,130,0.07,Puthalapattu (SC)
1811,173,M V VIJAYA BHASKAR,Independent,138,1,139,0.07,Puthalapattu (SC)
1812,173,R RAJA,Independent,148,0,148,0.08,Puthalapattu (SC)
1813,173,NOTA,None of the Above,1405,15,1420,0.73,Puthalapattu (SC)
1814,159,AMPAVATHINI GOVINDHU,Bahujan Samaj Party,3805,6,3811,2.07,Puttaparthi
1815,159,DAADHI REDDY MADUSUDHAN REDDY,Indian National Congress,1977,20,1997,1.09,Puttaparthi
1816,159,DUDDUKUNTA SREEDHAR REDDY,Yuvajana Sramika Rythu Congress Party,82216,765,82981,45.1,Puttaparthi
1817,159,PALLE SINDHURA REDDY,Telugu Desam,90173,1568,91741,49.87,Puttaparthi
1818,159,KARAMSI BALAJI NAIK,Jai Bharat National Party,361,1,362,0.2,Puttaparthi
1819,159,BALA RAMANJINEYULU,Bharatha Chaitanya Yuvajana Party,124,1,125,0.07,Puttaparthi
1820,159,U. ADBUL KHADER,Independent,189,0,189,0.1,Puttaparthi
1821,159,KADIRISANI VENU GOPAL,Independent,121,1,122,0.07,Puttaparthi
1822,159,K. K. KUMAR,Independent,75,0,75,0.04,Puttaparthi
1823,159,T. NARAYANA SWAMI,Independent,163,0,163,0.09,Puttaparthi
1824,159,PETLA SUDHAKAR,Independent,61,1,62,0.03,Puttaparthi
1825,159,MAYAKUNTLA VENKATESH,Independent,102,0,102,0.06,Puttaparthi
1826,159,RAGHUNATHA REDDY AOUK,Independent,220,1,221,0.12,Puttaparthi
1827,159,RAMAVATH RANGANATH NAIK,Independent,331,1,332,0.18,Puttaparthi
1828,159,M. SURESH,Independent,310,0,310,0.17,Puttaparthi
1829,159,NOTA,None of the Above,1372,10,1382,0.75,Puttaparthi
1830,50,ADIREDDY SRINIVAS,Telugu Desam,121464,1827,123291,67.69,Rajahmundry City
1831,50,BODA VENKAT,Indian National Congress,1860,58,1918,1.05,Rajahmundry City
1832,50,MARGANI BHARAT RAM,Yuvajana Sramika Rythu Congress Party,51146,741,51887,28.49,Rajahmundry City
1833,50,SUREKHA PARAMATA,Bahujan Samaj Party,1084,12,1096,0.6,Rajahmundry City
1834,50,B.KRISHNA CHAITANYA,Jai Bharat National Party,176,2,178,0.1,Rajahmundry City
1835,50,MEDA SRINIVASA RAO,Rashtriya Praja Congress (Secular),1524,30,1554,0.85,Rajahmundry City
1836,50,YANAMADALA MOHAN BABU,Pyramid Party of India,156,0,156,0.09,Rajahmundry City
1837,50,VEMANA GANESH,Jana Vaahini Party,118,0,118,0.06,Rajahmundry City
1838,50,"VANGURI VIJAYA SATYA M.A, M.A, B.ED",Liberation Congress Party,198,1,199,0.11,Rajahmundry City
1839,50,BETHALA VENKATESWARA RAO,Independent,183,2,185,0.1,Rajahmundry City
1840,50,NOTA,None of the Above,1546,23,1569,0.86,Rajahmundry City
1841,51,KONDAPALLI SURIBABU,Bahujan Samaj Party,1201,16,1217,0.6,Rajahmundry Rural
1842,51,GOPALAKRISHNA CHELLUBOYINA(VENU),Yuvajana Sramika Rythu Congress Party,64137,833,64970,32.15,Rajahmundry Rural
1843,51,GORANTLA BUTCHAIAH CHOUDARY,Telugu Desam,127193,1867,129060,63.87,Rajahmundry Rural
1844,51,BALEPALLI MURALIDHAR,Indian National Congress,2660,68,2728,1.35,Rajahmundry Rural
1845,51,DUGGIRALA SRIDEVI,Bharatha Chaitanya Yuvajana Party,356,4,360,0.18,Rajahmundry Rural
1846,51,MANNAVA RAGHURAM,Jai Bharat National Party,308,2,310,0.15,Rajahmundry Rural
1847,51,CHINTALAPATI PAVAN KUMAR,Independent,714,0,714,0.35,Rajahmundry Rural
1848,51,NOTA,None of the Above,2650,49,2699,1.34,Rajahmundry Rural
1849,9,KAMBALA RAJAVARDHANA,Indian National Congress,3655,29,3684,2.09,Rajam
1850,9,KONDRU MURALI MOHAN,Telugu Desam,92105,2280,94385,53.48,Rajam
1851,9,DR. TALE RAJESH,Yuvajana Sramika Rythu Congress Party,72752,911,73663,41.74,Rajam
1852,9,BOCCHA BUDDUDU,Bahujan Samaj Party,514,10,524,0.3,Rajam
1853,9,KUPPILI CHAITANYAKUMAR,Jai Bharat National Party,163,4,167,0.09,Rajam
1854,9,PODUGU RAMAKRISHNA,Jaibhim Rao Bharat Party,185,0,185,0.1,Rajam
1855,9,YENNI RAJU,Independent,461,5,466,0.26,Rajam
1856,9,GANDI APPARAO,Independent,220,0,220,0.12,Rajam
1857,9,MAJJI GANAPATHI,Independent,343,1,344,0.19,Rajam
1858,9,MANNENA RAMESH,Independent,319,1,320,0.18,Rajam
1859,9,NOTA,None of the Above,2522,14,2536,1.44,Rajam
1860,125,AKEPATI AMARNATH REDDY,Yuvajana Sramika Rythu Congress Party,91746,863,92609,50.18,Rajampet
1861,125,BALA SUBRAMANYAM SUGAVASI,Telugu Desam,83784,1809,85593,46.38,Rajampet
1862,125,KOTAPATI SUBBAMMA,All India Forward Bloc,695,0,695,0.38,Rajampet
1863,125,DUGGANAPALLI SURENDRA REDDY,Jaibhim Rao Bharat Party,346,0,346,0.19,Rajampet
1864,125,DOMMA RAJU HARI PRASAD RAJU,Jai Bharat National Party,195,2,197,0.11,Rajampet
1865,125,BUKKE VISWANATH NAIK,Communist Party of India,978,31,1009,0.55,Rajampet
1866,125,GURRAMPATI VENKATA SUBBA REDDY,Independent,92,0,92,0.05,Rajampet
1867,125,RAGHAVENDRA VARMA RENATI,Independent,269,2,271,0.15,Rajampet
1868,125,REDAM CHINNA PENCHALAIAH,Independent,859,9,868,0.47,Rajampet
1869,125,SHAIK MAHAMMAD ADIL,Independent,402,3,405,0.22,Rajampet
1870,125,SHAIK. SALMAN,Independent,540,3,543,0.29,Rajampet
1871,125,HARI ROYAL KONETI,Independent,312,0,312,0.17,Rajampet
1872,125,NOTA,None of the Above,1605,12,1617,0.88,Rajampet
1873,49,JAKKAMPUDI RAJA,Yuvajana Sramika Rythu Congress Party,71439,507,71946,37.68,Rajanagaram
1874,49,MUNDRU VENKATA SRINIVAS(PEDABABU),Indian National Congress,1879,22,1901,1.0,Rajanagaram
1875,49,RAVI KUMAR ELLAMILLI,Bahujan Samaj Party,1426,3,1429,0.75,Rajanagaram
1876,49,KOTHAPALLI BHASKARA RAMAM,Rashtriya Praja Congress (Secular),1707,2,1709,0.9,Rajanagaram
1877,49,BATHULA BALARAMAKRISHNA S/O GANGARAO,Janasena Party,105113,882,105995,55.51,Rajanagaram
1878,49,BATHULA BALA RAMA KRISHNA S/O RAMARAO BATHULA,Jatiya Jana Sena Party,842,2,844,0.44,Rajanagaram
1879,49,BATTULA BALARAMAKRISHNA S/O SRINIVASA RAO BATTULA,Navarang Congress Party,1087,4,1091,0.57,Rajanagaram
1880,49,MADDA VENKATA RAO (JOSHUA),India Praja Bandhu Party,222,1,223,0.12,Rajanagaram
1881,49,P. SATYANARAYANA,Jai Bharat National Party,350,0,350,0.18,Rajanagaram
1882,49,ANAND KUMAR BARRE,Independent,871,3,874,0.46,Rajanagaram
1883,49,KUSUME GANDHI,Independent,525,1,526,0.28,Rajanagaram
1884,49,BATHULA VENKATALAKSHMI,Independent,1074,1,1075,0.56,Rajanagaram
1885,49,NOTA,None of the Above,2968,7,2975,1.56,Rajanagaram
1886,42,KOTA. SRINIVAS RAO,Indian National Congress,1157,16,1173,0.67,Ramachandrapuram
1887,42,PILLI SURYA PRAKASH,Yuvajana Sramika Rythu Congress Party,70629,732,71361,40.69,Ramachandrapuram
1888,42,MATHA RANI SUBRAHMANYAM,Bahujan Samaj Party,1188,18,1206,0.69,Ramachandrapuram
